78,50000,R,2.09,855.7
72,500000,Julia,17.11,2884.78
72,500000,R,16.86,4390.37
75,500000,Julia,16.6,3078.84
75,500000,R,19.46,4194.07
71,500000,Julia,19.76,3854.51
71,500000,R,23.05,4363.61
70,500000,Julia,19.73,3061.57
70,500000,R,23.25,4151.29
73,500000,Julia,20.22,3329.58
73,500000,R,23.1,4185.25
77,500000,Julia,19.16,3873.71
77,500000,R,19.43,4548.42
76,500000,Julia,18.64,2975.41
76,500000,R,17.67,4361.28
74,500000,Julia,20.23,3932.45
74,500000,R,29.4,4171.41
78,500000,Julia,17.57,3779.74
78,500000,R,20.17,4431.54
79,500,Julia,1.9,880.15
79,500,R,0.13,383.63
79,5000,Julia,1.55,857.54
79,5000,R,0.54,570.47
79,50000,Julia,2.54,1117.24
79,50000,R,3.45,875.81
5,5000000,Julia,3.38,14833.74
5,5000000,R,91.14,20405.22
80,500,Julia,0.79,852.18
80,500,R,0.09,385.15
80,5000,Julia,0.8,862.55
80,5000,R,0.29,570.16
17,5000000,Julia,3.74,14752.77
17,5000000,R,93.98,20399.71
80,50000,Julia,1.47,1110.08
80,50000,R,1.9,856.16
81,500,Julia,0.89,849.91
81,500,R,0.11,378.28
81,5000,Julia,0.98,835.23
81,5000,R,0.35,571.94
6,5000000,Julia,3.6,14514.11
6,5000000,R,95.74,20384.24
2,5000000,Julia,3.65,14543.02
2,5000000,R,96.81,20376.3
83,500,Julia,0.71,841.18
83,500,R,0.09,383.63
82,500,Julia,0.93,825.36
82,500,R,0.13,382.4
83,5000,Julia,0.79,835.45
83,5000,R,0.27,572.14
82,5000,Julia,1.06,857.53
82,5000,R,0.39,569.97
81,50000,Julia,1.74,1142.16
81,50000,R,2.3,875.52
4,5000000,Julia,3.59,14800.09
4,5000000,R,99.69,20395.6
83,50000,Julia,1.46,1116.04
83,50000,R,1.82,850.83
84,500,Julia,0.71,830.94
84,500,R,0.09,377.43
84,5000,Julia,0.79,866.45
84,5000,R,0.27,570.3
82,50000,Julia,1.88,1132.36
82,50000,R,2.62,855.99
22,5000000,Julia,4.21,14806.87
22,5000000,R,100.99,20438.1
85,500,Julia,0.84,830.48
85,500,R,0.11,383.27
20,5000000,Julia,4.62,14487.23
20,5000000,R,102.1,20444.24
84,50000,Julia,1.46,1102.52
84,50000,R,1.81,869.2
25,5000000,Julia,4.58,14533.87
25,5000000,R,101.68,20351.78
85,5000,Julia,0.93,825.48
85,5000,R,0.35,570.17
24,5000000,Julia,4.59,14522.54
24,5000000,R,101.64,20441.38
86,500,Julia,0.75,832.3
86,500,R,0.08,380.7
87,500,Julia,0.71,827.19
87,500,R,0.09,379.12
88,500,Julia,0.82,835.84
88,500,R,0.11,384.49
86,5000,Julia,0.81,848.33
86,5000,R,0.26,547.56
87,5000,Julia,0.77,841.77
87,5000,R,0.26,570.26
13,5000000,Julia,4.37,14531.61
13,5000000,R,102.95,20327.12
88,5000,Julia,1.0,863.12
88,5000,R,0.35,570.25
85,50000,Julia,1.69,1111.32
85,50000,R,2.3,924.16
35,5000000,Julia,4.74,14720.92
35,5000000,R,98.37,20423.5
89,500,Julia,0.62,843.1
89,500,R,0.09,383.88
86,50000,Julia,1.47,1138.67
86,50000,R,1.85,875.52
89,5000,Julia,0.7,859.64
89,5000,R,0.26,563.45
90,500,Julia,0.7,829.34
90,500,R,0.09,378.94
87,50000,Julia,1.39,1141.25
87,50000,R,1.77,876.6
90,5000,Julia,0.78,855.68
90,5000,R,0.27,569.09
14,5000000,Julia,4.4,14551.27
14,5000000,R,105.26,20456.34
88,50000,Julia,1.72,1067.98
88,50000,R,2.32,911.35
89,50000,Julia,1.29,1230.03
89,50000,R,1.71,855.88
91,500,Julia,0.71,839.03
91,500,R,0.08,383.62
91,5000,Julia,0.78,855.73
91,5000,R,0.26,568.71
90,50000,Julia,1.44,1147.78
90,50000,R,1.81,856.64
26,5000000,Julia,4.47,14820.5
26,5000000,R,107.95,20350.13
11,5000000,Julia,4.08,14831.63
11,5000000,R,106.45,20446.66
92,500,Julia,0.94,839.84
92,500,R,0.11,383.77
91,50000,Julia,1.39,1144.16
91,50000,R,1.76,855.7
93,500,Julia,0.92,836.89
93,500,R,0.09,383.69
40,5000000,Julia,4.69,14474.32
40,5000000,R,104.14,19450.02
92,5000,Julia,1.05,823.94
92,5000,R,0.37,562.77
39,5000000,Julia,4.53,14750.4
39,5000000,R,103.79,20135.89
44,5000000,Julia,4.52,14702.31
44,5000000,R,104.13,20005.63
94,500,Julia,0.87,828.17
